stationId,imageDate,imgPath,meteoDate,dew,humidity,precipitation,roadCondition,temperature C bellow 5cm,temperature C 0cm,temperature C 20cm,temperature C 2m,warnings,wind direction,speed[m/s],imageDate_t,imageDate_ts,cluster,time
1061-0,24/12/2018 12:30,/save/1061-0/32/1545654632_1061-0.jpg,24/12/2018 12:20,0.0,99.0,dew,wet,0,1.9,0.7,0.1,medium warning,308,2.2,24/12/2018 12:30,3846632,1,12:30:32
697-1,31/12/2018 13:32,/save/697-1/58/1546263158_697-1.jpg,31/12/2018 13:30,2.9,94.3,none,dry,0,5.1,0.0,3.8,none,229,2.4,31/12/2018 13:32,4455158,1,13:32:38
344-0,21/02/2019 12:52,/save/344-0/31/1550753531_344-0.jpg,21/02/2019 13:50,0.0,61.5,none,moist,0,11.7,0.0,8.8,none/unknown,275,4.0,21/02/2019 12:52,8945531,0,12:52:11
851-0,23/01/2019 13:52,/save/851-0/55/1548251555_851-0.jpg,23/01/2019 13:40,-7.4,81.6,none,dry,0,-3.2,-4.1,-5.5,none/unknown,106,3.2,23/01/2019 13:52,6443555,2,13:52:35
697-1,16/12/2018 13:12,/save/697-1/57/1544965957_697-1.jpg,16/12/2018 13:10,-3.4,79.5,none,moist,0,0.8,0.0,-0.2,very low warning,127,1.4,16/12/2018 13:12,3157957,1,13:12:37
344-0,27/02/2019 13:13,/save/344-0/85/1551273185_344-0.jpg,27/02/2019 14:10,0.0,50.0,none,dry,0,16.6,0.0,9.6,none/unknown,241,2.2,27/02/2019 13:13,9465185,0,13:13:05
65-1,21/01/2019 13:28,/save/65-1/89/1548077289_65-1.jpg,21/01/2019 14:26,-3.4,82.1,unknown,moist,0,0.4,0.0,-0.8,low warning,188,2.8,21/01/2019 13:28,6269289,2,13:28:09
1157-0,28/01/2019 13:25,/save/1157-0/18/1548681918_1157-0.jpg,28/01/2019 13:20,-0.2,67.6,none,saline,0,4.5,0.0,5.2,none,97,0.9,28/01/2019 13:25,6873918,2,13:25:18
609-0,24/12/2018 13:24,/save/609-0/64/1545657864_609-0.jpg,24/12/2018 13:20,-2.5,82.2,none,wet,0,2.4,0.6,0.1,none,332,1.3,24/12/2018 13:24,3849864,1,13:24:24
296-0,17/02/2019 12:45,/save/296-0/10/1550407510_296-0.jpg,17/02/2019 12:40,-0.4,36.0,none,dry,0,15.8,13.4,14.6,none,187,0.0,17/02/2019 12:45,8599510,0,12:45:10
283-0,1/02/2019 11:31,/save/283-0/14/1549020714_283-0.jpg,1/02/2019 11:30,0.0,1.4,none,moist,0,0.0,3.2,3.3,none,179,6.3,1/02/2019 11:31,7212714,2,11:31:54
258-0,4/03/2019 13:12,/save/258-0/55/1551705155_258-0.jpg,4/03/2019 13:10,4.1,79.8,continuous,wet,0,8.2,6.8,7.4,none/unknown,152,0.0,4/03/2019 13:12,9897155,0,13:12:35
2445-0,22/02/2019 11:31,/save/2445-0/76/1550835076_2445-0.jpg,22/02/2019 11:30,-9.2,46.8,unknown,dry,0,0.0,0.0,1.1,none,27,0.0,22/02/2019 11:31,9027076,0,11:31:16
1090-0,13/11/2018 11:27,/save/1090-0/58/1542108458_1090-0.jpg,13/11/2018 11:30,11.7,99.4,intense,wet,0,11.1,10.2,11.8,none,229,1.5,13/11/2018 11:27,300458,3,11:27:38
758-1,17/01/2019 13:42,/save/758-1/20/1547732520_758-1.jpg,17/01/2019 13:30,-0.1,73.3,none,dry,0,6.5,1.9,4.2,none,203,4.2,17/01/2019 13:42,5924520,2,13:42:00
283-0,28/01/2019 12:57,/save/283-0/70/1548680270_283-0.jpg,28/01/2019 12:50,0.0,1.3,continuous,saline,0,0.0,1.6,4.3,none,238,2.2,28/01/2019 12:57,6872270,2,12:57:50
494-0,16/01/2019 11:25,/save/494-0/12/1547637912_494-0.jpg,16/01/2019 11:30,3.3,99.1,none,moist,0,4.7,3.3,3.4,none,262,4.2,16/01/2019 11:25,5829912,2,11:25:12
296-0,4/02/2019 12:40,/save/296-0/38/1549284038_296-0.jpg,4/02/2019 12:40,-0.3,93.2,none,moist,0,4.0,0.3,0.6,none,227,0.0,4/02/2019 12:40,7476038,2,12:40:38
569-1,19/11/2018 13:42,/save/569-1/47/1542634947_569-1.jpg,19/11/2018 13:30,1.8,86.5,dew,wet,0,5.4,5.5,3.9,none,95,1.6,19/11/2018 13:42,826947,3,13:42:27
697-1,11/12/2018 13:32,/save/697-1/57/1544535157_697-1.jpg,11/12/2018 13:30,2.8,95.1,none,moist,0,4.0,0.0,3.5,none,325,1.9,11/12/2018 13:32,2727157,1,13:32:37
192-0,27/02/2019 13:54,/save/192-0/45/1551275645_192-0.jpg,27/02/2019 13:40,-2.7,44.4,intense,wet,0,17.1,12.5,8.7,none,254,4.7,27/02/2019 13:54,9467645,0,13:54:05
1437-0,23/02/2019 13:52,/save/1437-0/22/1550929922_1437-0.jpg,23/02/2019 13:40,-10.8,45.0,none,dry,0,9.6,1.9,-0.2,none,341,0.0,23/02/2019 13:52,9121922,0,13:52:02
232-0,15/12/2018 11:25,/save/232-0/10/1544873110_232-0.jpg,15/12/2018 11:30,-5.9,92.1,none,moist,0,-1.6,0.0,-4.8,medium warning,124,0.0,15/12/2018 11:25,3065110,1,11:25:10
1242-0,11/03/2019 13:15,/save/1242-0/26/1552310126_1242-0.jpg,11/03/2019 13:10,1.7,95.9,shower,wet,0,5.9,0.0,2.3,none,56,0.0,11/03/2019 13:15,10502126,0,13:15:26
1093-0,25/01/2019 13:32,/save/1093-0/58/1548423158_1093-0.jpg,25/01/2019 13:30,-8.4,72.7,none,moist,0,-1.9,-2.3,-4.3,low warning,339,2.1,25/01/2019 13:32,6615158,2,13:32:38
1991-1,3/02/2019 12:12,/save/1991-1/62/1549195962_1991-1.jpg,3/02/2019 12:10,6.4,73.4,none,dry,0,10.6,0.0,11.0,none,339,0.9,3/02/2019 12:12,7387962,2,12:12:42
344-0,3/03/2019 11:32,/save/344-0/22/1551612722_344-0.jpg,3/03/2019 12:30,0.0,69.0,none,dry,0,15.5,0.0,10.2,none/unknown,201,3.5,3/03/2019 11:32,9804722,0,11:32:02
296-0,7/03/2019 13:45,/save/296-0/5/1551966305_296-0.jpg,7/03/2019 13:40,3.0,45.7,none,dry,0,17.1,14.2,14.6,none,222,0.0,7/03/2019 13:45,10158305,0,13:45:05
1239-0,19/11/2018 11:30,/save/1239-0/20/1542627020_1239-0.jpg,19/11/2018 11:20,-2.4,85.5,none,dry,0,0.0,0.0,-0.3,none,219,2.3,19/11/2018 11:30,819020,3,11:30:20
195-0,13/12/2018 13:30,/save/195-0/9/1544707809_195-0.jpg,13/12/2018 13:30,0.2,88.0,none,dry,0,2.7,1.9,2.0,none,345,0.9,13/12/2018 13:30,2899809,1,13:30:09
137-0,10/03/2019 12:18,/save/137-0/80/1552220280_137-0.jpg,10/03/2019 12:10,-0.6,60.1,none,dry,0,9.8,7.4,6.7,none,225,4.5,10/03/2019 12:18,10412280,0,12:18:00
259-1,20/02/2019 11:37,/save/259-1/56/1550662656_259-1.jpg,20/02/2019 11:30,5.3,93.2,none,wet,0,7.0,6.9,6.4,none,224,2.5,20/02/2019 11:37,8854656,0,11:37:36
192-0,15/02/2019 13:54,/save/192-0/43/1550238843_192-0.jpg,15/02/2019 13:40,0.8,81.0,intense,wet,0,8.7,5.8,3.8,none,308,4.2,15/02/2019 13:54,8430843,0,13:54:03
575-0,21/01/2019 13:05,/save/575-0/26/1548075926_575-0.jpg,21/01/2019 13:00,-5.5,99.0,none,dry,0,0.0,-2.5,-5.4,medium warning,232,0.8,21/01/2019 13:05,6267926,2,13:05:26
1082-0,28/02/2019 11:25,/save/1082-0/38/1551353138_1082-0.jpg,28/02/2019 11:20,-2.1,29.5,none,dry,0,12.7,0.0,15.6,none,249,5.2,28/02/2019 11:25,9545138,0,11:25:38
1991-1,9/02/2019 13:12,/save/1991-1/62/1549717962_1991-1.jpg,9/02/2019 13:10,-0.5,75.2,none,dry,0,5.5,0.0,3.4,none,140,6.9,9/02/2019 13:12,7909962,2,13:12:42
1881-0,17/02/2019 11:34,/save/1881-0/43/1550403243_1881-0.jpg,17/02/2019 11:30,4.8,64.9,none,dry,0,18.0,11.2,11.2,none,284,0.3,17/02/2019 11:34,8595243,0,11:34:03
1437-0,13/03/2019 13:14,/save/1437-0/40/1552482840_1437-0.jpg,13/03/2019 13:10,0.4,61.6,none,dry,0,12.8,8.1,7.3,none,284,0.0,13/03/2019 13:14,10674840,0,13:14:00
195-0,21/12/2018 13:50,/save/195-0/7/1545400207_195-0.jpg,21/12/2018 13:50,4.0,99.4,none,wet,0,4.1,4.1,4.1,none,235,2.0,21/12/2018 13:50,3592207,1,13:50:07
1437-0,20/02/2019 13:32,/save/1437-0/21/1550669521_1437-0.jpg,20/02/2019 13:20,2.9,79.5,continuous,wet,0,9.8,6.1,6.3,none,324,0.0,20/02/2019 13:32,8861521,0,13:32:01
609-0,26/12/2018 13:24,/save/609-0/98/1545830698_609-0.jpg,26/12/2018 13:20,4.8,96.7,dew,wet,0,6.2,5.7,5.3,none,266,1.1,26/12/2018 13:24,4022698,1,13:24:58
1991-1,7/02/2019 13:07,/save/1991-1/61/1549544861_1991-1.jpg,7/02/2019 13:10,-1.0,56.3,none,dry,0,10.5,0.0,7.0,none,179,1.6,7/02/2019 13:07,7736861,2,13:07:41
1991-1,27/01/2019 11:52,/save/1991-1/61/1548589961_1991-1.jpg,27/01/2019 11:50,-3.2,79.3,none,dry,0,2.8,0.0,-0.1,none,158,5.5,27/01/2019 11:52,6781961,2,11:52:41
1239-0,24/11/2018 12:10,/save/1239-0/55/1543061455_1239-0.jpg,24/11/2018 12:10,3.0,83.8,none,wet,0,6.2,0.0,5.6,none,25,0.6,24/11/2018 12:10,1253455,3,12:10:55
1242-0,13/02/2019 13:10,/save/1242-0/20/1550063420_1242-0.jpg,13/02/2019 13:10,1.9,99.9,none,wet,0,2.7,0.0,1.9,none,68,1.4,13/02/2019 13:10,8255420,0,13:10:20
283-0,7/02/2019 13:12,/save/283-0/54/1549545154_283-0.jpg,7/02/2019 13:10,0.0,1.3,none,moist,0,0.0,8.2,5.8,none,219,5.3,7/02/2019 13:12,7737154,2,13:12:34
1181-0,2/03/2019 11:08,/save/1181-0/10/1551524910_1181-0.jpg,2/03/2019 11:10,-10.3,35.7,none,dry,0,9.5,0.0,3.4,none,303,0.0,2/03/2019 11:08,9716910,0,11:08:30
2014-1,27/12/2018 13:55,/save/2014-1/0/1545918900_2014-1.jpg,27/12/2018 13:55,0.0,99.9,unknown,dry,0,12.3,0.0,6.4,none,238,0.4,27/12/2018 13:55,4110900,1,13:55:00
1991-1,18/01/2019 13:07,/save/1991-1/57/1547816857_1991-1.jpg,18/01/2019 13:10,-1.5,74.6,none,moist,0,3.5,0.0,2.5,none,331,0.6,18/01/2019 13:07,6008857,2,13:07:37
1490-0,24/01/2019 12:31,/save/1490-0/64/1548333064_1490-0.jpg,24/01/2019 12:30,-8.4,57.1,none,dry,0,2.6,1.2,-0.9,none,99,0.0,24/01/2019 12:31,6525064,2,12:31:04
1490-0,6/02/2019 12:11,/save/1490-0/63/1549455063_1490-0.jpg,6/02/2019 12:00,1.3,78.9,continuous,wet,0,7.5,4.0,4.7,none,290,0.0,6/02/2019 12:11,7647063,2,12:11:03
150-1,13/01/2019 11:08,/save/150-1/87/1547377687_150-1.jpg,13/01/2019 12:06,1.14,72.1,unknown,wet,0,7.4,0.0,5.8,none,275,6.3,13/01/2019 11:08,5569687,2,11:08:07
1090-0,22/11/2018 12:27,/save/1090-0/59/1542889659_1090-0.jpg,22/11/2018 12:30,0.2,92.7,none,dry,0,2.6,4.9,1.3,none,104,2.7,22/11/2018 12:27,1081659,3,12:27:39
53-0,14/11/2018 11:46,/save/53-0/71/1542195971_53-0.jpg,14/11/2018 12:42,5.1,67.8,unknown,dry,0,15.1,0.0,10.9,none,293,0.0,14/11/2018 11:46,387971,3,11:46:11
51-0,6/12/2018 11:26,/save/51-0/76/1544095576_51-0.jpg,6/12/2018 12:22,1.0,83.6,none,dry,0,5.6,0.0,3.6,none,105,1.0,6/12/2018 11:26,2287576,3,11:26:16
575-1,14/12/2018 12:05,/save/575-1/23/1544789123_575-1.jpg,14/12/2018 12:00,-1.8,99.0,none,wet,0,1.6,-0.1,-1.7,very low warning,90,1.1,14/12/2018 12:05,2981123,1,12:05:23
585-0,15/02/2019 13:42,/save/585-0/58/1550238158_585-0.jpg,15/02/2019 13:40,0.1,41.1,none,dry,0,14.8,19.6,13.1,none,285,1.6,15/02/2019 13:42,8430158,0,13:42:38
1881-0,10/02/2019 13:13,/save/1881-0/83/1549804383_1881-0.jpg,10/02/2019 13:10,1.3,62.0,none,dry,0,11.7,8.9,8.2,none,172,1.7,10/02/2019 13:13,7996383,0,13:13:03
283-0,2/02/2019 11:55,/save/283-0/58/1549108558_283-0.jpg,2/02/2019 11:50,-38.6,1.5,none,moist,0,0.0,14.6,12.5,none,207,3.5,2/02/2019 11:55,7300558,2,11:55:58
296-0,28/02/2019 13:45,/save/296-0/7/1551361507_296-0.jpg,28/02/2019 13:40,2.2,46.2,none,dry,0,16.1,12.8,13.6,none,275,1.3,28/02/2019 13:45,9553507,0,13:45:07
1239-0,4/12/2018 11:50,/save/1239-0/46/1543924246_1239-0.jpg,4/12/2018 11:50,6.5,98.9,shower,wet,0,6.9,0.0,6.7,none,49,0.0,4/12/2018 11:50,2116246,3,11:50:46
53-0,12/11/2018 12:14,/save/53-0/68/1542024868_53-0.jpg,12/11/2018 13:00,10.8,78.7,unknown,dry,0,14.7,0.0,14.4,none,158,0.0,12/11/2018 12:14,216868,3,12:14:28
1881-0,2/03/2019 11:34,/save/1881-0/42/1551526442_1881-0.jpg,2/03/2019 11:30,-9.4,49.4,none,dry,0,8.2,1.9,0.1,none,301,0.0,2/03/2019 11:34,9718442,0,11:34:02
55-1,13/02/2019 13:56,/save/55-1/96/1550066196_55-1.jpg,13/02/2019 14:55,2.3,98.8,none,dry,0,2.7,0.0,2.5,none,298,3.6,13/02/2019 13:56,8258196,0,13:56:36
1090-0,23/11/2018 12:27,/save/1090-0/59/1542976059_1090-0.jpg,23/11/2018 12:30,2.9,99.4,none,dry,0,3.6,4.6,3.0,none,130,2.5,23/11/2018 12:27,1168059,3,12:27:39
495-2,30/12/2018 13:31,/save/495-2/93/1546176693_495-2.jpg,30/12/2018 13:20,1.4,75.7,shower,wet,0,7.1,0.0,5.4,none,282,1.2,30/12/2018 13:31,4368693,1,13:31:33
1991-1,24/01/2019 11:32,/save/1991-1/61/1548329561_1991-1.jpg,24/01/2019 11:30,-7.9,83.9,none,wet,0,-2.4,0.0,-5.7,none,316,2.8,24/01/2019 11:32,6521561,2,11:32:41
609-0,28/12/2018 12:03,/save/609-0/91/1545998591_609-0.jpg,28/12/2018 12:00,6.1,99.1,intense,wet,0,8.4,6.7,6.3,none,291,1.5,28/12/2018 12:03,4190591,1,12:03:11
1093-0,12/01/2019 12:27,/save/1093-0/56/1547296056_1093-0.jpg,12/01/2019 12:20,-1.9,75.1,none,saline,0,2.4,3.0,2.0,none,349,2.3,12/01/2019 12:27,5488056,2,12:27:36
1157-0,30/01/2019 13:05,/save/1157-0/18/1548853518_1157-0.jpg,30/01/2019 13:00,-2.0,66.4,none,saline,0,5.5,0.0,3.6,none,301,0.8,30/01/2019 13:05,7045518,2,13:05:18
1521-0,4/02/2019 13:46,/save/1521-0/13/1549288013_1521-0.jpg,4/02/2019 13:40,0.4,99.8,shower,wet,0,2.7,0.6,0.4,none,249,0.0,4/02/2019 13:46,7480013,2,13:46:53
119-0,19/01/2019 13:12,/save/119-0/22/1547903522_119-0.jpg,19/01/2019 13:00,-5.0,65.0,none,dry,0,3.0,2.3,0.9,none,272,0.1,19/01/2019 13:12,6095522,2,13:12:02
575-0,13/01/2019 11:45,/save/575-0/27/1547379927_575-0.jpg,13/01/2019 11:40,2.7,99.0,none,saline,0,6.1,4.7,2.8,none,271,2.6,13/01/2019 11:45,5571927,2,11:45:27
58-0,13/01/2019 12:12,/save/58-0/27/1547381527_58-0.jpg,13/01/2019 13:12,3.7,89.9,none,wet,0,5.3,0.0,5.3,none,193,1.0,13/01/2019 12:12,5573527,2,12:12:07
195-0,24/12/2018 12:50,/save/195-0/9/1545655809_195-0.jpg,24/12/2018 12:50,-3.3,78.3,none,dry,0,0.6,0.0,0.0,very low warning,250,2.7,24/12/2018 12:50,3847809,1,12:50:09
569-1,27/11/2018 13:35,/save/569-1/31/1543325731_569-1.jpg,27/11/2018 13:40,-1.5,88.1,none,dry,0,3.1,1.9,0.2,none,358,0.0,27/11/2018 13:35,1517731,3,13:35:31
51-0,24/11/2018 13:10,/save/51-0/9/1543065009_51-0.jpg,24/11/2018 13:57,4.0,99.9,none,moist,0,6.0,0.0,4.1,none,57,0.0,24/11/2018 13:10,1257009,3,13:10:09
1157-0,30/01/2019 13:45,/save/1157-0/9/1548855909_1157-0.jpg,30/01/2019 13:40,-2.4,61.1,none,saline,0,2.9,0.0,4.4,none,276,0.8,30/01/2019 13:45,7047909,2,13:45:09
609-0,30/12/2018 12:32,/save/609-0/25/1546173125_609-0.jpg,30/12/2018 12:30,4.2,99.1,intense,wet,0,6.8,4.9,4.4,none,290,1.7,30/12/2018 12:32,4365125,1,12:32:05
585-0,14/02/2019 11:42,/save/585-0/55/1550144555_585-0.jpg,14/02/2019 11:40,7.4,99.9,none,dry,0,8.4,7.7,7.4,none,288,2.1,14/02/2019 11:42,8336555,0,11:42:35
55-1,9/03/2019 12:16,/save/55-1/66/1552133766_55-1.jpg,9/03/2019 13:12,3.4,68.1,none,dry,0,12.4,0.0,9.0,none,204,7.9,9/03/2019 12:16,10325766,0,12:16:06
1157-0,17/01/2019 12:30,/save/1157-0/8/1547728208_1157-0.jpg,17/01/2019 12:20,-1.2,51.6,none,saline,0,7.2,0.0,8.1,none,264,1.4,17/01/2019 12:30,5920208,2,12:30:08
569-1,1/12/2018 12:42,/save/569-1/75/1543668175_569-1.jpg,1/12/2018 12:30,1.7,96.5,continuous,wet,0,4.0,3.7,2.2,none,351,0.4,1/12/2018 12:42,1860175,3,12:42:55
1157-0,11/01/2019 13:25,/save/1157-0/16/1547213116_1157-0.jpg,11/01/2019 13:20,-7.7,67.8,none,saline,0,-2.7,0.0,-2.6,medium warning,294,0.9,11/01/2019 13:25,5405116,2,13:25:16
146-0,6/12/2018 13:05,/save/146-0/13/1544101513_146-0.jpg,6/12/2018 13:00,-5.2,49.3,none,dry,0,7.5,5.9,4.4,none/unknown,195,0.9,6/12/2018 13:05,2293513,3,13:05:13
296-0,2/03/2019 12:45,/save/296-0/5/1551530705_296-0.jpg,2/03/2019 12:40,0.7,77.1,none,dry,0,7.8,5.3,4.4,none,291,0.0,2/03/2019 12:45,9722705,0,12:45:05
1239-0,24/11/2018 13:10,/save/1239-0/57/1543065057_1239-0.jpg,24/11/2018 13:10,3.1,82.4,none,wet,0,6.1,0.0,5.9,none,26,0.4,24/11/2018 13:10,1257057,3,13:10:57
609-0,27/12/2018 12:39,/save/609-0/85/1545914385_609-0.jpg,27/12/2018 12:40,4.7,95.9,none,wet,0,6.9,6.1,5.4,none,271,1.4,27/12/2018 12:39,4106385,1,12:39:45
494-0,10/01/2019 11:45,/save/494-0/12/1547120712_494-0.jpg,10/01/2019 11:50,-3.9,99.1,shower,moist,0,-0.6,3.3,-3.8,icing danger,333,2.0,10/01/2019 11:45,5312712,2,11:45:12
VP1201-0,16/11/2018 13:50,/save/VP1201-0/2/1542376202_VP1201-0.jpg,16/11/2018 13:40,0.7,81.0,none,dry,0,6.8,0.0,3.6,none,96,0.0,16/11/2018 13:50,568202,3,13:50:02
1991-1,21/01/2019 13:32,/save/1991-1/58/1548077558_1991-1.jpg,21/01/2019 13:30,-4.4,84.5,none,dry,0,0.4,0.0,-2.2,none,106,1.2,21/01/2019 13:32,6269558,2,13:32:38
2013-0,7/12/2018 11:35,/save/2013-0/0/1544182500_2013-0.jpg,7/12/2018 11:33,6.1,99.9,unknown,dry,0,7.0,0.0,6.1,none,252,1.4,7/12/2018 11:35,2374500,3,11:35:00
192-0,12/02/2019 12:33,/save/192-0/82/1549974782_192-0.jpg,12/02/2019 12:20,-4.1,69.5,intense,wet,0,4.9,2.7,0.8,none,300,4.2,12/02/2019 12:33,8166782,0,12:33:02
VP1203-0,22/02/2019 12:20,/save/VP1203-0/2/1550838002_VP1203-0.jpg,22/02/2019 12:10,-8.9,49.0,none,dry,0,13.0,0.0,0.5,none,28,0.0,22/02/2019 12:20,9030002,0,12:20:02
575-0,29/01/2019 12:25,/save/575-0/30/1548764730_575-0.jpg,29/01/2019 12:20,1.7,99.0,none,saline,0,4.4,2.6,1.8,none,341,1.3,29/01/2019 12:25,6956730,2,12:25:30
758-1,26/01/2019 11:23,/save/758-1/13/1548501813_758-1.jpg,26/01/2019 11:10,-5.6,86.9,unknown,wet,0,-0.1,-1.9,-3.8,slippery danger,171,0.6,26/01/2019 11:23,6693813,2,11:23:33
1239-0,19/11/2018 13:50,/save/1239-0/23/1542635423_1239-0.jpg,19/11/2018 13:50,-1.8,91.5,none,wet,0,1.5,0.0,-0.5,very low warning,220,2.2,19/11/2018 13:50,827423,3,13:50:23
575-0,6/02/2019 13:45,/save/575-0/23/1549460723_575-0.jpg,6/02/2019 13:40,-6.7,45.5,none,dry,0,11.4,8.2,4.2,none,357,1.0,6/02/2019 13:45,7652723,2,13:45:23
344-0,28/02/2019 11:13,/save/344-0/84/1551352384_344-0.jpg,28/02/2019 12:10,0.0,40.3,none,dry,0,17.9,0.0,13.8,none/unknown,267,6.4,28/02/2019 11:13,9544384,0,11:13:04
1181-0,13/02/2019 12:50,/save/1181-0/55/1550062255_1181-0.jpg,13/02/2019 12:50,0.5,92.4,none,wet,0,3.0,0.0,1.6,none,285,0.3,13/02/2019 12:50,8254255,0,12:50:55
VP1004-0,29/12/2018 11:40,/save/VP1004-0/5/1546083605_VP1004-0.jpg,29/12/2018 11:40,4.4,97.0,shower,wet,0,5.0,0.0,4.8,none,242,3.5,29/12/2018 11:40,4275605,1,11:40:05
759-0,29/01/2019 11:25,/save/759-0/31/1548761131_759-0.jpg,29/01/2019 11:20,-1.9,77.7,none,saline,0,3.4,0.1,1.5,none,218,1.9,29/01/2019 11:25,6953131,2,11:25:31
296-0,28/01/2019 12:20,/save/296-0/38/1548678038_296-0.jpg,28/01/2019 12:20,-1.4,64.4,none,dry,0,6.8,4.6,4.8,none,214,0.0,28/01/2019 12:20,6870038,2,12:20:38
575-0,9/02/2019 11:05,/save/575-0/24/1549710324_575-0.jpg,9/02/2019 11:00,1.7,85.2,none,dry,0,7.6,5.4,4.0,none,226,1.2,9/02/2019 11:05,7902324,2,11:05:24
51-0,5/12/2018 13:22,/save/51-0/37/1544016137_51-0.jpg,5/12/2018 14:19,3.6,82.1,none,dry,0,6.4,0.0,6.5,none,246,1.5,5/12/2018 13:22,2208137,3,13:22:17
697-1,11/12/2018 11:32,/save/697-1/57/1544527957_697-1.jpg,11/12/2018 11:30,2.7,92.4,none,moist,0,4.9,0.0,3.8,none,316,1.7,11/12/2018 11:32,2719957,1,11:32:37
759-0,11/01/2019 13:05,/save/759-0/27/1547211927_759-0.jpg,11/01/2019 13:00,-7.6,69.1,none,moist,0,2.0,-0.3,-2.8,very low warning,262,0.9,11/01/2019 13:05,5403927,2,13:05:27
1215-0,3/03/2019 11:05,/save/1215-0/18/1551611118_1215-0.jpg,3/03/2019 11:00,8.2,99.2,none,dry,0,10.8,0.0,8.3,none,132,0.0,3/03/2019 11:05,9803118,0,11:05:18
259-1,1/03/2019 11:57,/save/259-1/56/1551441456_259-1.jpg,1/03/2019 11:50,1.9,89.6,none,dry,0,8.7,6.5,3.5,none,298,0.2,1/03/2019 11:57,9633456,0,11:57:36
195-0,12/12/2018 12:30,/save/195-0/12/1544617812_195-0.jpg,12/12/2018 12:30,2.9,93.1,none,moist,0,3.8,3.4,4.0,none,307,0.6,12/12/2018 12:30,2809812,1,12:30:12
1239-0,7/12/2018 12:10,/save/1239-0/36/1544184636_1239-0.jpg,7/12/2018 12:10,4.9,98.3,intense,wet,0,5.5,0.0,5.1,none,40,0.7,7/12/2018 12:10,2376636,3,12:10:36
1093-0,12/01/2019 11:27,/save/1093-0/57/1547292457_1093-0.jpg,12/01/2019 11:20,-1.9,73.6,none,saline,0,3.2,3.4,2.3,none,341,3.0,12/01/2019 11:27,5484457,2,11:27:37
1091-0,29/11/2018 13:05,/save/1091-0/0/1543496700_1091-0.jpg,29/11/2018 13:00,-3.6,65.5,none,dry,0,2.9,0.0,2.1,none/unknown,144,7.3,29/11/2018 13:05,1688700,3,13:05:00
137-0,1/03/2019 13:32,/save/137-0/22/1551447122_137-0.jpg,1/03/2019 13:30,-5.3,50.5,none,dry,0,9.2,5.8,4.2,none,306,1.8,1/03/2019 13:32,9639122,0,13:32:02
494-0,5/02/2019 12:50,/save/494-0/20/1549371020_494-0.jpg,5/02/2019 12:50,0.3,84.9,none,dry,0,7.2,2.7,2.6,none,359,0.0,5/02/2019 12:50,7563020,2,12:50:20
1991-1,14/01/2019 11:27,/save/1991-1/57/1547465257_1991-1.jpg,14/01/2019 11:30,0.0,82.7,none,wet,0,2.4,0.0,2.7,none,340,2.1,14/01/2019 11:27,5657257,2,11:27:37
195-0,1/01/2019 12:50,/save/195-0/8/1546347008_195-0.jpg,1/01/2019 12:50,3.2,81.4,none,dry,0,5.5,5.6,6.2,none,248,6.2,1/01/2019 12:50,4539008,1,12:50:08
192-0,17/02/2019 13:53,/save/192-0/82/1550411582_192-0.jpg,17/02/2019 13:40,2.0,71.6,intense,wet,0,10.5,7.5,6.8,none,274,0.1,17/02/2019 13:53,8603582,0,13:53:02
51-0,22/11/2018 11:42,/save/51-0/26/1542886926_51-0.jpg,22/11/2018 12:38,0.0,93.2,none,dry,0,2.9,0.0,0.9,none,108,2.4,22/11/2018 11:42,1078926,3,11:42:06
569-0,28/01/2019 12:20,/save/569-0/10/1548678010_569-0.jpg,28/01/2019 12:10,-0.2,70.1,none,dry,0,8.5,7.4,4.7,none,355,0.7,28/01/2019 12:20,6870010,2,12:20:10
VP1203-0,12/02/2019 13:50,/save/VP1203-0/2/1549979402_VP1203-0.jpg,12/02/2019 13:50,-3.7,67.0,none,dry,0,4.2,0.0,1.7,none,90,0.0,12/02/2019 13:50,8171402,0,13:50:02
1437-0,10/03/2019 13:54,/save/1437-0/40/1552226040_1437-0.jpg,10/03/2019 13:50,-2.2,46.6,none,dry,0,14.5,9.4,8.7,none,288,0.0,10/03/2019 13:54,10418040,0,13:54:00
1881-0,15/02/2019 13:34,/save/1881-0/43/1550237643_1881-0.jpg,15/02/2019 13:30,3.7,68.1,none,dry,0,11.8,9.5,9.3,none,284,0.4,15/02/2019 13:34,8429643,0,13:34:03
758-1,12/01/2019 13:05,/save/758-1/31/1547298331_758-1.jpg,12/01/2019 12:50,0.0,95.3,none,saline,0,2.2,0.3,0.7,none,276,0.0,12/01/2019 13:05,5490331,2,13:05:31
495-2,1/01/2019 12:10,/save/495-2/50/1546344650_495-2.jpg,1/01/2019 12:00,0.3,74.0,none,wet,0,4.8,0.0,4.6,none,248,3.7,1/01/2019 12:10,4536650,1,12:10:50
1488-0,22/01/2019 11:15,/save/1488-0/20/1548155720_1488-0.jpg,22/01/2019 11:10,-7.8,73.1,none,moist,0,-3.9,-4.5,-3.6,medium warning,83,0.0,22/01/2019 11:15,6347720,2,11:15:20
283-0,27/01/2019 12:12,/save/283-0/70/1548591170_283-0.jpg,27/01/2019 12:10,0.0,1.3,none,wet,0,0.0,3.3,4.8,none,211,3.7,27/01/2019 12:12,6783170,2,12:12:50
